time unit: s, DAT_ADC, DAT_ADC[9], DAT_ADC[8], DAT_ADC[7], DAT_ADC[6], DAT_ADC[5], DAT_ADC[4], DAT_ADC[3], DAT_ADC[2], DAT_ADC[1], DAT_ADC[0], OTR_ADC, KEY[0], ramv:inst16|q, ramv:inst16|q[7], ramv:inst16|q[6], ramv:inst16|q[5], ramv:inst16|q[4], ramv:inst16|q[3], ramv:inst16|q[2], ramv:inst16|q[1], ramv:inst16|q[0], ramv:inst19|q, ramv:inst19|q[7], ramv:inst19|q[6], ramv:inst19|q[5], ramv:inst19|q[4], ramv:inst19|q[3], ramv:inst19|q[2], ramv:inst19|q[1], ramv:inst19|q[0], Cnt_sin2cos:inst3|CntOutPhaseShift[0..9], Cnt_sin2cos:inst3|CntOutPhaseShift[9]~9, Cnt_sin2cos:inst3|CntOutPhaseShift[8]~8, Cnt_sin2cos:inst3|CntOutPhaseShift[7]~7, Cnt_sin2cos:inst3|CntOutPhaseShift[6]~6, Cnt_sin2cos:inst3|CntOutPhaseShift[5]~5, Cnt_sin2cos:inst3|CntOutPhaseShift[4]~4, Cnt_sin2cos:inst3|CntOutPhaseShift[3]~3, Cnt_sin2cos:inst3|CntOutPhaseShift[2]~2, Cnt_sin2cos:inst3|CntOutPhaseShift[1]~1, Cnt_sin2cos:inst3|CntOutPhaseShift[0]~0, Cnt_sin2cos:inst3|CntOut[0..9], Cnt_sin2cos:inst3|CntOut[9]~9, Cnt_sin2cos:inst3|CntOut[8]~8, Cnt_sin2cos:inst3|CntOut[7]~7, Cnt_sin2cos:inst3|CntOut[6]~6, Cnt_sin2cos:inst3|CntOut[5]~5, Cnt_sin2cos:inst3|CntOut[4]~4, Cnt_sin2cos:inst3|CntOut[3]~3, Cnt_sin2cos:inst3|CntOut[2]~2, Cnt_sin2cos:inst3|CntOut[1]~1, Cnt_sin2cos:inst3|CntOut[0]~0, PLL:inst20|c0, PLL:inst20|c1, DAT_DAC, DAT_DAC[11], DAT_DAC[10], DAT_DAC[9], DAT_DAC[8], DAT_DAC[7], DAT_DAC[6], DAT_DAC[5], DAT_DAC[4], DAT_DAC[3], DAT_DAC[2], DAT_DAC[1], DAT_DAC[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
55, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 443, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 418, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 2202, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
56, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 443, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 418, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 2202, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
57, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 443, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 418, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2235, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
58, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 443, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 418, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2235, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
59, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 443, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 418, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2235, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
60, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 442, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 419, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2235, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
61, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 442, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 419, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2235, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
62, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 442, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 419, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2266, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
63, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 442, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 419, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2266, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
64, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 442, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 419, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 2266, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
65, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 445, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 420, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2266, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
66, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 445, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 420, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2266, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
67, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 445, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 420, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2298, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
68, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 445, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 420, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2298, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
69, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 445, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 420, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 2298, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
70, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 444, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 421, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 2298, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
71, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 444, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 421, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 2298, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
72, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 444, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 421, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 2328, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
73, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 444, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 421, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 2328, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
74, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 444, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 421, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 2328, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
75, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 447, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 422, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 2328, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
76, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 447, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 422, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 2328, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
77, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 447, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 422, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2360, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
78, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 447, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 422, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2360, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
79, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 447, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 422, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 2360, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
80, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 446, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 423, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2360, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
81, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 446, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 423, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2360, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
82, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 446, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 423, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 2390, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
83, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 446, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 423, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 2390, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
84, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 446, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 423, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 2390, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
85, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 424, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2390, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
86, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 424, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2390, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
87, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 424, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2420, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
88, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 424, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2420, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
89, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 449, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 424, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 2420, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
90, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 448, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 425, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2420, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
91, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 448, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 425, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2420, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
92, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 448, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 425, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 2450, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 
93, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 448, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 425, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 2450, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 
94, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 448, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 425, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 2450, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 
95, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 426, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2450, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 
96, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 426, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2450, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 
97, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 426, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2480, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
98, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 426, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2480, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
99, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 451, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 426, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 2480, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
100, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 427, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 2480, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
101, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 427, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 2480, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
102, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 427, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 2508, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
103, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 427, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 2508, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
104, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 450, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 427, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2508, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
105, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 428, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 2508, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
106, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 428, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 2508, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
107, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 428, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 2537, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
108, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 428, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 2537, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
109, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 453, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 428, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2537, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
110, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 429, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 2537, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
111, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 429, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 2537, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
112, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 429, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 2565, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
113, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 452, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 429, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 2565, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
